"stno","2014-02-01","2014-02-02","2014-02-03","2014-02-04","2014-02-05","2014-02-06","2014-02-07","2014-02-08","2014-02-09","2014-02-10","2014-02-11","2014-02-12","2014-02-13","2014-02-14","2014-02-15","2014-02-16","2014-02-17","2014-02-18","2014-02-19","2014-02-20","2014-02-21","2014-02-22","2014-02-23","2014-02-24","2014-02-25","2014-02-26","2014-02-27","2014-02-28"
"467990","0","0","0","0","12.5","6.1","0.5","5.3","53","2.5","0","5","7.2","0","0.5","5","0","6.5","3.5","0","0","0","0","0","-9998","1.5","0","0"
"C0A520","0","0","0","2.5","9","1","1.5","15","101.5","8.5","5.5","12","17","15.5","0","0","0","6","27","0","0","0","0","0","0","0","0","0"
"C0A530","0","0","0.5","7","11","0","0","14","83.5","30","16.5","18.5","29.5","20","1.5","0","0","0.5","30.5","0","0","3.5","0","0","0","0","0","0"
"C0A540","0","0","0.5","7.5","25","0","0","14.5","76","32","16.5","14.5","32.5","26.5","2","1","0","1.5","34","0","0","17","4","0.5","0","0","0","0.5"
"C0A550","0","0","2.5","43","43.5","0.5","0","29","112","58","24.5","52.5","68.5","37","3","3","0","1.5","42.5","0.5","2.5","11.5","1.5","0","0","0","1.5","2"
"C0A560","0","0","0","14","13","0","0","6","66.5","14.5","6.5","7","11.5","13.5","3","0","0","0","21","1","0","2","0","0","0","0","0","1.5"
"C0A570","0","0","0.5","9.5","14","0.5","0","16.5","81.5","43","20.5","15.5","40","34.5","2","0","0","0.5","33.5","0","0","5","0","0","0","0","0","0"
"C0A640","0","0","0","8.5","14","0","0.5","22","101.5","45.5","19","16","39","29.5","1","0","0","2","38.5","0","0","1","0","0","0","0","0","0"
"C0A650","0","0","2.5","19","28","0","0.5","27","106.5","32.5","17","27.5","45.5","30.5","2","0.5","0","2.5","43.5","0.5","1","7.5","0.5","0","0","0","0","0.5"
"C0A660","0","0","0","47","35.5","0.5","3","40.5","149.5","30","16","128.5","133","42","1","0.5","0","7","50","0","0.5","3","0","0","0","0","0","0"
"C0A860","0","0","2","92.5","52","1","2.5","57.5","145.5","71.5","27.5","121.5","166.5","76.5","3","3.5","0","16.5","78","0","1","3.5","0","0","0","0","2","0.5"
"C0A870","0","0","3.5","27.5","21","1.5","2","26","113","45.5","10.5","62.5","49.5","26","1.5","2","0","6.5","32","0","0","1.5","0.5","0","0","0","2","0"
"C0A880","0","0","0","15.5","52","0","0","19","119","21.5","10.5","72","83","29","1","3","0","1","28","0","0","22","10","0.5","0","0","0","1"
"C0A890","0","0","0","31.5","51.5","0","0","18","95.5","32.5","14","70.5","75","26","2","1","0","1","32.5","0.5","0","10.5","3","0","0","0","0","0"
"C0A920","0","0","0","18.5","41","4","5","38","147","19.5","10","62","90","32.5","3","6","0","20","50.5","0","2","2.5","0","0","0","0","0.5","0.5"
"C0A940","0","0","0","9","34","0.5","1.5","17.5","110.5","13","5","43","69","22","1.5","4","0","12.5","41.5","0","2.5","4","0","0","0","0","0.5","0"
"C0A950","0","0","0","3","21","0","0","7","71","2.5","1.5","28","20.5","4","0.5","1.5","0","0","3","0","0","14","1.5","0","0","0","0.5","3.5"
"C0A970","0","0","0","3","14","0","0","16","75","19","12.5","39","29","21","0.5","4","0","1","20","0","0","12","0","0","0","0","0","2"
"C0A980","0","0","0","0.5","8.5","0.5","0","16","73","8","1.5","13","13","6","0","0.5","0","2.5","24","0","0","0","0","0","0","0","0","0"
"C0A9A0","0","0","0","0.5","8","0.5","1.5","10.5","66.5","4.5","2.5","22.5","13.5","4.5","0","0.5","0","4","20","0","0","0","0","0","0","0","0","0"
"C0A9C0","0","0","0","0.5","6.5","1","1","13","62","5","1.5","21","11.5","4","0","0.5","0","4","24","0","0","0","0","0","0","0","0","0"
"C0A9E0","0","0","0","1","9","1","0.5","16","75.5","6.5","1.5","17.5","11.5","5","0","1","0","3","20","0","0","0","0","0","0","0","0","0"
"C0A9F0","0","0","0","2","11.5","1","2.5","13","67","5","3","31.5","18","6","0","0.5","0","8","22.5","0","0","0.5","0","0","0","0","0","0"
"C0AC40","0","0","0.5","14","19","2","1.5","13.5","75","22.5","9.5","25","19.5","17.5","3.5","5.5","0","5.5","40","0.5","0.5","1.5","0.5","0","0","0","3","1"
"C0AC60","0","0","0","4","9.5","0.5","2.5","21.5","118","13","6","11","17.5","18.5","0","0","0","8.5","30.5","0","0","0","0","0","0","0","0","0"
"C0AC70","0","0","0","3","12.5","0.5","4","14.5","91.5","6.5","6.5","22","24","16.5","0","0.5","0","5.5","32","0","0","0","0","0","0","0","0","0"
"C0AC80","0","0","0","3.5","10","0","1.5","16","99","14.5","11","16.5","32","26","0","0","0","8.5","30.5","0","0","0","0","0","0","0","0","0"
"C0ACA0","0","0","0","2","10.5","1","0.5","18","92.5","6.5","2.5","14","11","6","0","0.5","0","2","20.5","0","0","0","0","0","0","0","0","0"
"C0AD00","0","0","0","30.5","25","5.5","3.5","30","117","15.5","5.5","27","46","19","1","2","0","16.5","32.5","0","0","0.5","0","0","0","0","0","0"
"C0AD10","0","0","0","0.5","11.5","3","0.5","11","78","21","9.5","41.5","29","13","0","0.5","0","7.5","37.5","0","0","0","0","0","0","0","0","0"
"C0AD30","0","0","0","1","9","0.5","0","13","82","6","1.5","14","10.5","4.5","0","0.5","0","2","23","0","0","0","0","0","0","0","0","0"
"C0AD40","0","0","0","4","9.5","0.5","2.5","17","103","12.5","5.5","13.5","20.5","16.5","0","0","0","6.5","26.5","0","0","0","0","0","0","0","0","0"
"C0AD50","0","0","0","3","7","3","1.5","16","109.5","7.5","4.5","9.5","11.5","15","0","0","0","8.5","30","0","0","0","0","0","0","0","0","0"
"C0C460","0","0","0","3.5","4","0","5.5","9.5","67.5","16","11","4.5","12","14.5","0","0","0","5.5","36.5","2","0","0","0","0","0","0","0","0"
"C0C480","0","0","0","4","10","3","2","21","101.5","7","4.5","10.5","7.5","10.5","0","0.5","0","4","24","0","0","0","0","0","0","0","0","0"
"C0C540","0","0","0","0.5","6","3.5","0","8","36.5","3.5","2.5","20.5","7","5","0","0.5","0","4.5","12.5","0","0","0","0","0","0","0","0","0"
"C0C590","0","0","0","3.5","10.5","5.5","2","16","83","6.5","2.5","23","14","9.5","0","0.5","0","13.5","22","0","0","0","0","0","0","0","0","0"
"C0C630","0","0","0","4.5","5","1","4","18","88.5","10","6","4.5","12","14.5","0.5","0","0","7.5","35","0","0","0","0","0","0","0","0","0"
"C0C650","0","0","0","6.5","5.5","4","3","21.5","95.5","5","7","5","8.5","12.5","0","0.5","0","6.5","32","0","0","0","0","0","0","0","0","0"
"C0D360","0","0","0","10.5","8.5","0","2","10","53","10.5","7.5","2.5","7.5","13","0","0","0","3","28","0","0","0","0","0","0","0","0","0"
"C0D390","0","0","0","7.5","5","3","4","18","90.5","11","6","2.5","14","10.5","0","0","0","8.5","35.5","0","0","0","0","0","0.5","0","0","0"
"C0D480","0","0","0","8.5","6.5","6","3.5","20","86","8.5","7","5","16","13.5","0","0","0","7","35","0","0","0","0","0","0","0","0","0"
"C0D540","0","0","0","12","6","2.5","7","12","84","6.5","5","2.5","7.5","9.5","0","0","0","11.5","28.5","0.5","0","0","0","0","0","0","0","0"
"C0D550","0","0","2","6","15.5","1","0.5","14","79.5","10.5","4","1.5","5","10","0","0","0","1","32.5","0.5","0","0","0","0","0","0","0.5","0"
"C0D560","0","0","0","5.5","6.5","5.5","3","18.5","83","4.5","3","2","8.5","5.5","0","0","0","7","24.5","0","0","0","0","0","0","0","0","0"
"C0D570","0","0","0","7","7","4.5","0.5","15.5","64.5","2","1.5","1.5","4","2.5","0","0","0","4.5","16.5","0","0","0","0","0","0","0","0","0"
"C0D580","0","0","0","11","8","5","3.5","19.5","84","6.5","4","3","6","7.5","0","0","0","7","26.5","0.5","0","0","0","0","0","0","0","0"
"C0D590","0","0","0","5","6","10.5","0.5","13","67.5","4.5","1.5","5","8","6","0","0","0","12","19.5","0","0","0","0","0","0","0","0","0"
"C0E420","0","0","0","10","7","2.5","0.5","11","59.5","2","1","1.5","2","1.5","0","0","0","4","16.5","0","0","0","0","0","0","0","0","0"
"C0E430","0","0","0","9.5","12","3","4","12","90","8.5","3.5","2.5","3.5","10.5","1.5","0","0","9.5","26","0","0","0","0","0","0","0","0","0"
"C0E530","0","0","0","5.5","6","0.5","0","8","46.5","2","1","0","1.5","2.5","0","0","0","1.5","18","0","0","0","0","0","0","0","0","0"
"C0E610","0","0","0","6","10","1.5","1","10.5","56.5","4.5","1","1.5","3","2","0.5","0","0","3.5","20","0","0","0","0","0","0","0","0","0"
"C0E730","0","0","0","10","7","1.5","0.5","13","65","3.5","1.5","1","2.5","4.5","0","0","0","4","20.5","0","0","0","0","0","0","0","0","0"
"C0F861","0","0","0","7.5","10","0","0","9.5","78.5","22","6.5","2","5","12","0","1.5","0","0","18","1.5","0","0","0","0","0","0","0","0"
"C0G640","0","0","0","2","2","1","0","3.5","7.5","0.5","0","0.5","1.5","0.5","0","0.5","0","0","9","0","0","0","0","0","0","0","0","0"
"C0G650","0","0","2.5","4.5","1.5","0","0","0","8","2","0","0","1","1.5","1","0.5","0","0","4.5","0","0","0","0","0","0","0","0","0"
"C0H990","0","1.5","0.5","3.5","6","0.5","0","1.5","12.5","5.5","0","0","0","0.5","0","0","3.5","1.5","3","1","0","0.5","0","0","0","0","0","0"
"C0H9A0","0","18","4.5","0.5","0.5","0","0","0","1","31","3","0","4","6.5","0.5","0","0","0.5","17","3","0","0","0","0","0","0","0","0"
"C0H9C0","0","5","4.5","9.5","22.5","0","0","5.5","42.5","11.5","6","2.5","10","7","11.5","29.5","61.5","9","22.5","4.5","0","0","0","0","0","0","0","0"
"C0I010","0","8","1.5","8.5","8.5","0","0","1","10","13","2.5","0.5","7.5","9.5","0","0","0","2","19","8.5","0","0","0","0","0","0","0","0"
"C0I090","0","22","6.5","4.5","0.5","0","0.5","0","0.5","17.5","1","0.5","3","5.5","0.5","1","0","2.5","13","1.5","0","0","0","0","0","0","0","0"
"C0I110","0","0","1","4","0.5","0","0","0","1","12.5","1","0","2","5","0","1","0","1","9","0.5","0","0","0","0","0","0","0","0"
"C0K240","0","13.5","1","0.5","0","1","0","0","0","17","2.5","0","2","4.5","1","0","0","4","9.5","1","0","0","0","0","0","0","0","0"
"C0K280","0","0","0","1","0","0.5","0","0","0","3","0.5","0","2","2","1.5","0","0","0","1.5","0","0","0","0","0","0","0","0","0"
"C0K330","0","0","0","2","0","0","0","0","1","7.5","0","0","2","2.5","1.5","0.5","0","0","3.5","0","0","0","0","0","0","0","0","0"
"C0M410","0","7","0.5","1.5","0","4","0","0","0","19","6.5","0","1","3","1.5","0","0","0","5.5","1","0","0","0","0","0","0","0","0"
"C0M530","0","33","2","2","0","2","0","0","0.5","26.5","3","0","3","5","0.5","0","0","5","12.5","1","0","0","0","0","0","0","0","0"
"C0O810","0","36.5","1","1","0","4.5","0","0","0","15","3.5","0","0.5","4","0.5","0","0","0","2.5","1","0","0","0","0","0","0","0","0"
"C0O900","0","12","0","0.5","0","1","0","0","0","4.5","1","0.5","0.5","3","0","0.5","0","0","2","0.5","0","0","0","0","0","0","0","0"
"C0O930","0","1","0","0","0","1.5","0","0","0","7.5","4.5","0.5","0.5","2.5","0.5","0","0","0","2","1","0","0","0","0","0","0","0","0"
"C0R100","0","1","0.5","0","0","0","0","0","0","15","7","0","1","4","0","0","1","4.5","5.5","3","0","0","0","0","0","0","0","4.5"
"C0R150","0","0","0.5","0","0","0","0","0","0","20","2.5","0","0.5","2","0","0","0","0","3","1.5","0","0","0","0","0","0","0","0"
"C0R220","0","0","0","0","0","0","0","0","0","15.5","1.5","0","0.5","4","0","0","0","0","1","2.5","0","0","0","0","0","0","0","0"
"C0R270","0","0","0","0","0","0","0","0","0","11","0.5","0","0","0","0","0","0","0","0.5","2","0","0","0","0","0","0","0","0"
"C0R280","0","0","5","1","1.5","3.5","0","4","0.5","5","0","0","2","2","3.5","1.5","0","1","15.5","8","0","0","7.5","0","0","6.5","5","14"
"C0R350","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C0R420","0","1","6","1","1","3","0.5","4","1","8","0.5","0","1.5","3.5","3.5","1.5","0","0","21","7","0","1","7","0","0","21.5","16","22"
"C0S680","0","1","10.5","2","1","0","0","2","4.5","16.5","10","4.5","3","12","4.5","2.5","0.5","0","9.5","10.5","0","0","4","0","3.5","0","3.5","14.5"
"C0S690","0","3.5","14.5","0","1","0.5","0","0","0.5","8","3.5","1","2","5","0","1.5","0","0","7","5","0","0","0","0","0","0.5","2.5","16.5"
"C0S700","0","8.5","17.5","1","0.5","0","0.5","1","1","16.5","4.5","1","2","5","0.5","3","0","0","10.5","6.5","0","0","1","0","0","0","1.5","12"
"C0S710","0","10","5","0.5","0","0","0","2","1","9.5","5","1.5","1.5","7","0.5","0.5","1.5","0.5","13.5","7.5","0","0","0","0","2","0","1","7.5"
"C0S730","0","3","1.5","5.5","62","90","0","2.5","0.5","5.5","3.5","1","0","4","21.5","14","1","6","1.5","2","0","3","19","1","5.5","6","61.5","41.5"
"C0S740","0","2","25","0","0","0.5","0.5","0.5","3","10","2.5","0","0.5","4","0","0","1","0","2.5","5","0","0","0","0","1","0.5","0","3.5"
"C0S750","0","9","14.5","4","1","0","0","0","5.5","39","9","1","18","12","5.5","0","0","0","19.5","13","0.5","1","3","0.5","3.5","0.5","1","2.5"
"C0S760","0","1","12.5","1","0.5","0.5","0","2","5","12.5","11","3.5","3","7","3.5","0.5","0.5","0","4","6.5","0","0","3","0","0","0","0","10.5"
"C0S770","0","3.5","8","0","0","1.5","0","0.5","0.5","13","3","0.5","21.5","7","1.5","0","0","0","15.5","4.5","0","0","0.5","0.5","0","0","4","15"
"C0S790","0","2.5","9.5","0","1","0.5","0","0","0","7","3.5","0","/","0","0.5","0.5","0","0","7.5","3","0.5","0","0","0.5","0","0","2.5","16"
"C0S810","0","7.5","9.5","0","0","6","0","0","1","2","1","0","1.5","1.5","0","0","3.5","1.5","3.5","4","0","0","15","0","0","0","3","17.5"
"C0S830","0","2.5","4.5","4","0","1","1","4.5","1.5","2.5","2","0.5","0.5","4.5","0","0","0","0","1","5","0","0","1","0","0","0","5","14.5"
"C0S840","0","0","1.5","0","0","6.5","0","0","0","20.5","1.5","0","2","5","4.5","0","1","0","33.5","12","0","0","0.5","0","0","14.5","12.5","21.5"
"C0T790","0","0.5","3","5","12.5","0","0","8","65.5","21.5","3.5","1.5","8","8.5","0","2","0","1","18","13.5","0","0","0","0","0","0","0","0"
"C0T820","0","0.5","0","2.5","8.5","0.5","0","4","73","10.5","2.5","3","6","7","0","1","0","0","15.5","3","0","0","0","0","0.5","0","0","0"
"C0T870","0","1.5","8","4","1.5","0","14","16.5","9.5","10","4","3.5","8","8.5","1","1","0.5","4.5","17.5","3.5","0","0","0.5","0.5","1.5","1","1","6.5"
"C0T960","0","2.5","7","4.5","0","0.5","4.5","6","2","8","4","1","10.5","5.5","1.5","0","0","2","18.5","4","0","0","0.5","0","0","0.5","3.5","12"
"C0T9A0","0","1.5","3.5","16","1","0","2","7","5.5","4","3","2","6.5","9","1.5","1.5","0","1.5","12.5","3.5","0.5","1.5","0.5","0","1","0","3","11"
"C0T9B0","0","1.5","6","6","4","0","22","16.5","22.5","13.5","6.5","3.5","9.5","12.5","2","1","1","3","18","6","0","0","17.5","1","5.5","1","2","10.5"
"C0T9D0","0","2","0.5","1.5","15","0.5","11.5","18","35","0.5","0.5","1","0.5","2","0.5","0.5","1.5","5","9.5","1","0","0","4","0","4","0","3","13.5"
"C0T9E0","0","1.5","3","3","5.5","0","7","17.5","7.5","3.5","1.5","4","5.5","6","3","3.5","0.5","6.5","14","1.5","4","0.5","0","0","1.5","0","8.5","13.5"
"C0T9F0","0","1.5","2","8.5","1","0","1.5","4.5","4","3.5","1.5","2","5","7.5","1","1.5","0","2","10","2.5","0.5","1","0","0.5","0","0","2","11"
"C0T9G0","0","1","7.5","3","0.5","0","2.5","7.5","2","12.5","4.5","1.5","9","10","0.5","0.5","0","2","19.5","8.5","0","0","1.5","0.5","5","10.5","3.5","8"
"C0T9H0","0","9.5","10","25.5","1","0","7","23","9","10","4","1","6.5","10.5","10.5","4","0.5","4","20","1.5","0.5","6","3","0","0","6.5","9.5","20"
"C0T9I0","0","16.5","10","15.5","1.5","2","2.5","6","2.5","8","4","0.5","6.5","7.5","9.5","1","0","4.5","12.5","4","1","21","5","1","0","0","11.5","21"
"C0T9M0","0","3","2","8.5","0","4","2.5","2","1","3.5","0.5","0","4","2.5","1","0","0","0.5","10","4","0","6","5.5","0","0","0","14.5","12.5"
"C0U600","0","0","1","8.5","26.5","0.5","0","7.5","63.5","3","1.5","6","10.5","4.5","1.5","0.5","0","0","9","0","3","20","0","0","0","0","1.5","6"
"C0U650","0","0","4","39.5","15","0","0.5","10.5","60","6","1.5","5.5","16.5","6","4","0","0","3","10.5","0","0.5","2","0","0","0","2","6","0.5"
"C0U710","0.5","0","1","17","7","0","0.5","4.5","35","12","4.5","2","17","13","4","0","0","0.5","18","5.5","0","1","3","0","1","1","0","2"
"C0U750","0","0","0","3.5","25","0","0.5","7","32","2.5","1.5","29.5","21","6","2","1","0","0.5","7.5","0","0","10.5","3","1","0","0","2.5","2"
"C0U760","0","0.5","3.5","49.5","39","0","1","5.5","33.5","3","0.5","1.5","17","4","3","8","0","0.5","7","0","0","22","7","0","3","2.5","6.5","6"
"C0U770","0","1.5","0.5","13","17","0","0","2.5","17","0.5","0","0","1","0","0.5","6.5","0","0","3","0","0","12.5","13.5","0","0.5","0.5","0","3.5"
"C0V250","0","0","0.5","0","0","0","0","0","0","8.5","6","0","0.5","4","0","0.5","0","0","2","2.5","0","0","0","0","0","0","0","0"
"C0V310","0","0.5","0","0","0","0","0","0","0","5.5","2.5","0","1.5","3.5","0","0","0","0","1.5","1.5","0","0","0","0","0","0","0","0"
"C0V370","0","0","0","0","0","0","0","0","0","4","3.5","0","1.5","2.5","0","0","0","0","1","2","0","0","0","0","0","0","0","0"
"C0V490","0","0","0.5","0","0","0","0","0","0","7.5","1","0","1","1.5","0","0","0","0","0.5","0.5","0","0","0","0","0","0","0","0"
"C0V500","0","0","0","0","0","0","0","0","0","9","2","0","1","1","0","0","0","0","0","0.5","0","0","0","0","0","0","0","0"
"C0X080","0","0","0","0","0","0.5","0","0","0","8","0","0","0.5","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"C0Z050","0","1","6.5","2.5","0","0","0","2","4.5","11.5","6.5","1.5","3.5","6.5","2","1","0","0","8","5","0","0","1","0","2","0.5","1.5","2"
"C0Z061","0","5.5","5","1.5","0","0","0","4.5","4.5","8.5","4","0","3.5","6.5","0.5","1","0","0","11.5","15.5","0","0","0","0","0.5","0","1.5","7.5"
"C0Z070","0","11.5","13.5","3.5","0","1","2.5","4.5","4","4.5","2","0","5","5.5","1","0.5","0","0","11","9","0","0","0","0","0","0","1.5","6"
"C1A630","0","0","0","16.5","14","0.5","0","6","65.5","8","4.5","8","10","7.5",NA,NA,NA,NA,NA,"0","0","4","0","0","0","1","0","1"
"C1A9N0","0","0","2.5","12.5","15.5","0.5","3.5","20","115.5","46","18.5","14","40","39","2.5","0","0","5.5","37","0","0","1.5","0","0","0","0","0","0"
"C1AC50","0","0","0","0","5.5","1","0.5","13.5","75.5","10","3.5","15.5","15","8.5","0","0","0","3","27.5","0","0","0","0","0","0","0","0","0"
"C1C510","0","0","0","3.5","4.5","13.5","1","14.5","73.5","6","2.5","12","12","10","0","0.5","0","14","22","0","0","0","0","0","0","0","0","0"
"C1D380","0","0","0","7.5","5.5","4.5","1","13.5","74.5","5","2.5","4.5","9.5","8.5","0","0","0","6","23.5","0","0","0","0","0","0","0","0","0"
"C1D400","0","0","0","3.5","0","0.5","2","10","20","1","4","0","0","0","0","0","0","1.5","29.5","0.5","0","0","0","0","0","0","0","0"
"C1D410","0","0","0.5","8","12","1","1","11.5","66","11.5","5.5","2.5","5.5","10","0","0","0","2.5","28.5","0.5","0","0","0","0","0","0","0","0"
"C1D420","0","0","0","10.5","11","0.5","0","10.5","53.5","15","8","2","8","17.5","0","0","0","2.5","32.5","0.5","0","0","0","0","0","0","0","0"
"C1E480","0","0","1","6.5","12.5","1.5","4","11.5","66","10.5","4.5","3","4.5","10.5","0.5","0","0","4.5","31","0","0","0","0","0","0","0","0","0"
"C1E670","0","0.5","0.5","8","16.5","3","7.5","12.5","76","10.5","3.5","3","4.5","7","0.5","0","0.5","7.5","27.5","0.5","0","0","0","0","0","0","0","0"
"C1H000","0","5","8","7","8.5","0","0","5","13","13","4","2.5","7","14","0","1.5","0","3","18","5.5","0","0","0","0","0","0","0","0"
"C1H860","0","1.5","3.5","8","11","0","0.5","2.5","15","9","3.5","1.5","7","15","0","1.5","0","3.5","15.5","2.5","0","0","0","0","0","0","0","0"
"C1H900","0","0","1.5","12.5","7","0","0.5","6.5","11","6.5","1.5","0.5","2","4.5","0","1","0","0.5","15","3.5","0","0","0","0","0","0","0","0"
"C1H920","0","0","1","9","5","0.5","0","3.5","14","4","1","0.5","1","3","0","0.5","0","0","13","2","0","0","0","0","0","0","0","0"
"C1I020","0","16","3.5","7","6","0","0","1","6","19","1.5","1","8.5","13","0","0.5","0","1","17","5","0","0","0","0","0","0","0","0"
"C1I030","0","12.5","16.5","5.5","3.5","0","0","0","1","14","0.5","0","4","7.5","0","1","0","1","12","3.5","0","0","0","0","0","0","0","0"
"C1I050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0"
"C1I070","0","7.5","7","1","0","0","0","0","0.5","22.5","1.5","0","2","4.5","0","0.5","0","0","8.5","3","0","0","0","0","0","0","0","0"
"C1I140","0","6.5","1","3.5","1","0","0","0","0","24.5","1","0","4.5","3.5","0","1","0","0","14","6","0","0","0","0","0","0","0","0"
"C1I150","0","13.5","5.5","5","2","0","0","0.5","0","23","1","0","3.5","6.5","0","0.5","0","0","13","2","0","0","0","0","0","0","0","0"
"C1I220","0","6","1.5","9","3.5","0.5","1","0.5","4","13.5","0.5","0","2.5","6","0","1","0","3.5","10","1","0","0","0","0","0","0","0","0"
"C1I230","0","0.5","0.5","8.5","3.5","2.5","0.5","0.5","8.5","10","0.5","0.5","2.5","4","0","0.5","0","2","9","2","0","0","0","0","0","0","0","0"
