"stno","2014-06-01","2014-06-02","2014-06-03","2014-06-04","2014-06-05","2014-06-06","2014-06-07","2014-06-08","2014-06-09","2014-06-10","2014-06-11","2014-06-12","2014-06-13","2014-06-14","2014-06-15","2014-06-16","2014-06-17","2014-06-18","2014-06-19","2014-06-20","2014-06-21","2014-06-22","2014-06-23","2014-06-24","2014-06-25","2014-06-26","2014-06-27","2014-06-28","2014-06-29","2014-06-30"
"466880","0","0","-9998","0.2","12.5","83","35.5","35","11.5","13.5","5.5","0","-9998","-9998","2.5","6","0","0","0.1","7.5","59.5","17","28","-9998","18","0","0","0","48.5","42"
"466900","0","-9998","7","0","34","58","17.6","22","1.9","5.4","8.2","0","0","0","2","12.5","0","0","-9998","0","0","0","4.5","0","0","0","0","0","1","3"
"466910","0","0","15","0","36","76","26","43","30","29.5","58","1.5","0","-9998","3","3.5","0","0","-9998","0.5","1.5","6.5","12.5","0.5","0","0","0","0","3.5","7"
"466920","0","0","0.2","0","32","79.5","44","18","3.5","0.5","4","0","0.5","0","3.5","1.5","0","-9998","2.5","15.7","0.5","23.5","58","0.5","21","0","0","0","65.5","10"
"466930","0","-9998","5.5","0","28","73","34.5","38.5","29","10.5","27","1","0","-9998","3","1","0","-9998","0.5","2.5","6","16","6.7","0","3","0","0","0","15","16"
"466940","0","-9998","6","0","28.2","46.5","29","7.5","1.1","7.5","10.5","0","0","0.2","3.7","1.2","0","39.5","0.1","2.2","0","56.5","90.3","-9998","8","0","0","0","0.4","6.1"
"466950","0","0","33","0","27.8","0.9","22.3","13.8","0","0.5","0.6","0","0","0.1","1.4","0.6","1.9","18.6","0.1","1","0","1.9","3","0.3","0","0","0","0","0","0"
"466990","0","0","9","-9998","7.5","4.5","1","4","0","0","4","0","0.5","1.5","7.5","0","0","0","0","0","0","0","0","-9998","0","0","0","0","27","0"
"467050","0","0","0","0","41","33","7.5","34.5","3","5","2.5","0","0","0.3","1","0","0","0","0","0","0","0","0","0.4","4","0","0","0","0","0"
"467060","0","0","2.5","1.7","20.1","2.8","9.2","7.1","5.1","7.7","6.4","1.4","0.4","0.4","1.9","0","0.6","13.6","0","7.4","0.2","0","10.8","2.6","2.2","0","0","0","29.5","20.3"
"467080","0","0","19.3","0.2","64.3","21.3","27.1","11.1","5.2","0.3","2","0","0","0.7","1.2","0","0.3","14.6","0","0.3","0","0.2","6","4","-9998","0","0","0","26.4","6"
"467110","0","0","20.9","0","14.9","26.8","5.4","1.4","0","0","0","0","0","0.2","6.6","67.2","0.5","0","0","0","0","0","0","1.2","0.5","1.8","0","0","1.1","0"
"467300","0","0","0.5","0","38","6","17","2","0","-9998","0","0","0","6","26.5","0","0","0","2.5","0","6","1.5","9","1.5","1.5","0","0","0","3.5","0"
"467350","0","0","36.6","0","0","27.5","8.7","10.7","0.2","-9998","0","0","0","7.3","50.9","0","0","0","0","1.2","1.5","1.6","2.4","0","0.6","-9998","0","0","1.8","0"
"467410","0","0","6.5","0.5","34.5","26.5","3.5","1.5","0.1","0","3","-9998","6.5","13.5","5.5","2","1","0","0","0","0","-9998","0.1","6","14.3","0.3","0","9","-9998","0"
"467420","0","0","59.5","4","13","26.5","2.5","-9998","0.5","0","2.5","0.5","14.5","12","5.5","1.5","1.5","0","0","0","0","0.5","0","3.5","15","0","0","6","1","0"
"467440","0","0","15.5","0.5","11.5","3.5","24","4.5","4","0","0","-9998","1","24","103","1","2","0","0","0","0","4.5","9.5","4","3","9","0","6.5","4","0"
"467480","0","0","235.5","25.5","1.5","19.9","1","3.5","0","0","0","0","48.5","2.8","3","0","13","0","0","8.5","0","-9998","0","3.1","0.5","20.4","0","0","0","0"
